row_id,boardgame,release_year,min_players,max_players,min_playtime,max_playtime,minimum_age,avg_rating,num_ratings,complexity,rank_overall,owned,wishlisted,total_plays,fans,page_views,amazon_price,std_deviation,comments,monthly_plays,previously_owned,for_trade,want_trade,rating_1,rating_2,rating_3,rating_4,rating_5,rating_6,rating_7,rating_8,rating_9,rating_10,categories,mechanics,families,designers,artists,publishers,solo_designers,developers,graphic_designers,sculptors,editors,writers,insert_designers,rank_strategy,rank_thematic,rank_family,rank_war,rank_customizable,rank_abstract,rank_party,rank_childrens,url,description
812,D-Day at Omaha Beach,2009,1,1,120,480,12,8.305,2005,3.48,812,4798,1964,4369,561,1042743,169.99,1.35,746,9,621,74,334,9,3,9,19,29,76,245,570,701,345,Wargame; World War II,Cooperative Game; Hexagon Grid; Secret Unit Deployment; Simulation; Solo / Solitaire Game,Country: France; Country: USA; Digital Implementations: VASSAL; Players: Games with Solitaire Rules; Players: Solitaire Only Wargames; Players: Wargames with Solitaire Rules; Region: Normandy (France); Series: D-Day (Decision Games); War Battlespace: Amphibious warfare,John H. Butterfield,Joe Youst,Decision Games (I),,,,,,,,,,,4,,,,,https://boardgamegeek.com/boardgame/29603/d-day-at-omaha-beach,Command the US landing forces that storm Omaha Beach on D-Day.
813,Oh My Goods!,2015,2,4,30,30,10,6.994,13477,2.29,813,25218,1565,60080,467,816895,,1.20,2297,176,3423,536,216,15,41,114,256,767,2200,5400,3600,841,258,Card Game; Economic; Medieval,Action Queue; Contracts; Hand Management; Multi-Use Cards; Push Your Luck; Set Collection; Turn Order: Progressive; Variable Set-up,Admin: Better Description Needed!; Components: Multi-Use Cards; Containers: Unique Shape; Digital Implementations: TableTop Simulator Mod (TTS); Game: Oh My Goods!; Mechanism: Tableau Building; Players: Games with expansions that add solo play; Setting: Longsdale (Lookout Games),Alexander Pfister,Klemens Franz,Lookout Games; Österreichisches Spiele Museum e.V.; 999 Games; Compaya.hu: Gamer Café Kft.; GaGa Games; GoKids 玩樂小子; Hobby Game Mall; Hobby Japan; Kaissa Chess & Games; Lacerta; Ludicus Games; Mayfair Games; MINDOK; PaperGames (III); SD Games; uplay.it edizioni; Vagabund,,,,,['Nordy'],,,552,,,,,,,,https://boardgamegeek.com/boardgame/183840/oh-my-goods,Risk it all in the markets and work hard to construct chains of production buildings.
814,Ashes Reborn: Rise of the Phoenixborn,2015,2,4,30,120,14,7.309,6309,2.91,814,11981,1935,25004,771,1141370,,1.48,1451,55,2415,508,225,11,26,73,142,369,860,1700,1800,835,447,Card Game; Fantasy; Fighting,Closed Drafting; Deck Construction; Dice Rolling; Die Icon Resolution; Hand Management; Interrupts; Variable Player Powers,Category: Two-Player Fighting Games; Components: Dice with Icons; Digital Implementations: VASSAL; Game: Ashes – Rise of the Phoenixborn; Misc: Watch It Played How To Videos; Theme: Boss Battle,Isaac Vega,Thander Lin; David Richards; Fernanda Suárez,Plaid Hat Games; Asterion Press; Cube Factory of Ideas; Edge Entertainment; Filosofia Éditions; GoKids 玩樂小子; Heidelberger Spieleverlag,,['Nick Conley'],"['Kendall Elmen', 'David Richards']",,['Jonathan Liu'],['Mr. Bistro'],,,,,,37,,,,https://boardgamegeek.com/boardgame/167400/ashes-reborn-rise-of-the-phoenixborn,Only one Phoenixborn may stand. Absorb the Ashes of the fallen and rise to power.
815,The Shipwreck Arcana,2017,2,5,10,30,12,7.418,4293,2.25,815,6479,2318,23335,337,343516,,1.35,956,131,571,100,331,11,11,29,79,182,485,1200,1500,654,212,Card Game; Deduction; Fantasy; Math; Number; Print & Play,Communication Limits; Cooperative Game; Deduction; Hand Management; Pattern Building,Crowdfunding: Kickstarter; Digital Implementations: Board Game Arena; Digital Implementations: Tabletopia; Game: The Shipwreck Arcana,Kevin Bishop,Matthew Bishop,Meromorph Games,,,,,,,,483,,,,,,,,https://boardgamegeek.com/boardgame/220517/the-shipwreck-arcana,"Trapped in a drowned world, use deduction and work together and escape your doom!"
816,Tokaido,2012,1,5,45,45,8,6.915,27746,1.74,816,42370,5818,86005,1429,1782833,37.0,1.38,4659,270,4979,767,515,75,139,392,761,2000,5000,9800,6800,2100,743,Travel,End Game Bonuses; Set Collection; Solo / Solitaire Game; Track Movement; Turn Order: Time Track; Variable Player Powers; Worker Placement,Category: Dized Tutorial; Country: Japan; Digital Implementations: Board Game Arena; Digital Implementations: Google Play; Digital Implementations: Steam; Digital Implementations: Tabletopia; Game: Tokaido; History: Edo Period; Misc: LongPack Games; Misc: Watch It Played How To Videos; Organizations: Automa Factory; Theme: Food / Cooking; Theme: Painting / Paintings,Antoine Bauza,Xavier Gueniffey Durin,"Funforge; Stonemaier Games; Asterion Press; Delta Vision Publishing; Devir; Enigma (Bergsala Enigma); Galápagos Jogos; Gém Klub Kft.; hobbity.eu; Hobby Japan; Hobby World; Jolly Thinkers; MINDOK; Passport Game Studios; Pegasus Spiele; Pendragon Game Studio; Rebel Sp. z o.o.; Rozum; Swan Panasia Co., Ltd.; Zhiyanjia",,,,,,,,,,264,,,,,,https://boardgamegeek.com/boardgame/123540/tokaido,"Travel the famed Tokaido road, visit hot springs, try new food, and paint landscapes."
817,KeyForge: Call of the Archons,2018,2,2,15,45,14,7.076,11626,2.49,817,17165,1206,115694,718,1036782,54.99,1.61,1836,81,2171,486,82,75,68,197,367,832,1900,3300,2800,1400,704,Card Game; Collectible Components; Fantasy; Fighting,Hand Management; Take That,Category: Two-Player Fighting Games; Collectible: Collectible Card Games; Components: Unique Game; Digital Implementations: Tabletopia; Game: KeyForge; Misc: Watch It Played How To Videos; Players: Two-Player Only Games,Richard Garfield,,Fantasy Flight Games; asmodee; Asterion Press; Galápagos Jogos; Rebel Sp. z o.o.,,['Brad Andres'],,,['Adam Baker'],,,,,,,46,,,,https://boardgamegeek.com/boardgame/257501/keyforge-call-of-the-archons,"With your unique deck, race to three keys to be the first to unlock the great vaults."
818,Maquis,2013,1,1,30,30,14,7.455,4230,2.18,818,9248,2190,25872,661,649605,,1.20,1236,135,1065,120,241,8,6,24,49,128,419,1300,1600,565,153,Print & Play; Spies / Secret Agents; World War II,Solo / Solitaire Game; Worker Placement,Contests: Solitaire Print & Play; Country: France; Crowdfunding: Kickstarter; Digital Implementations: Google Play; History: Resistance during WW2 in Europe; Players: Games with Solitaire Rules; Players: Solitaire Only Games,Jake Staines,Ilya Baranovsky; Jake Staines; Mark Tuck,(Web published); Bad Taste Games; Boom Boom Games; GateOnGames; Giga Mech Games; Melmac Games; Schwerkraft-Verlag; Side Room Games; Treetato Studio,,,,,,,,502,170,,,,,,,https://boardgamegeek.com/boardgame/148729/maquis,Avoid patrols to complete missions vs. the Nazis in this solo worker-placement game.
819,Yamataï,2017,2,4,40,80,13,7.177,6898,2.97,819,9841,2436,14457,301,703535,,1.29,1174,21,2028,212,388,14,19,66,140,351,927,2300,2200,705,194,Mythology,Action Drafting; Contracts; Increase Value of Unchosen Resources; Modular Board; Network and Route Building,Country: China; Country: Japan,Bruno Cathala; Marc Paquien,Jérémie Fleury,Days of Wonder; Rebel Sp. z o.o.,,,,,['Jesse Rasmussen'],['Jesse Rasmussen'],,508,,,,,,,,https://boardgamegeek.com/boardgame/213893/yamatai,"Sail through this beautiful archipelago, build vast palaces, and hire specialists."
820,Space Hulk: Death Angel – The Card Game,2010,1,6,30,60,13,7.004,13609,2.41,820,23776,1731,37528,1179,1188151,,1.38,3326,50,3983,771,269,31,75,170,348,853,2400,4600,3500,1200,419,Card Game; Fighting; Science Fiction,Action Queue; Cooperative Game; Dice Rolling; Hand Management; Move Through Deck; Solo / Solitaire Game; Variable Player Powers,"Game: Space Hulk; Players: Games with Solitaire Rules; Series: Fantasy Flight Silver Line; Setting: Warhammer 40,000 Card Games",Corey Konieczka,Matt Bradbury; Kevin Chin; Víctor Pérez Corbella; Daniel Xiao; John Gravato; Zach Graves; Nick Ingeneri; Héctor Ortiz; Brad Rigney; Silver Saaremäel,Fantasy Flight Games; Delta Vision Publishing; Edge Entertainment; Fantasiapelit; Galakta; Games Workshop Ltd.; Heidelberger Spieleverlag; Hobby World; Smart Ltd; Stupor Mundi; Wargames Club Publishing,,,"['Andrew Navaro', 'Brian Schomburg', 'WiL Springer']",,['Talima Fox'],['Sam Stewart'],,,227,,,,,,,https://boardgamegeek.com/boardgame/71721/space-hulk-death-angel-the-card-game,Clear a spacecraft of alien swarms in this card-based take on the classic Space Hulk.
821,Carcassonne: The Castle,2003,2,2,30,45,8,7.107,8583,1.98,821,13256,1576,28030,223,567490,,1.28,2494,41,2198,268,364,17,23,63,176,467,1400,3000,2500,788,228,City Building; Medieval,Area Majority / Influence; End Game Bonuses; Tile Placement,Cities: Carcassonne (France); Digital Implementations: VASSAL; Game: Carcassonne; Players: Two-Player Only Games; Versions & Editions: Two-Player Versions of More-Player Games,Reiner Knizia; Klaus-Jürgen Wrede,Roman Kucharski; Christof Tisch,Hans im Glück; 999 Games; Albi; Enigma (Bergsala Enigma); Hobby World; Nasza Księgarnia; Rio Grande Games; Smart Ltd,,,,,,,,523,,218,,,,,,https://boardgamegeek.com/boardgame/7717/carcassonne-the-castle,"A two-player, tile playing, castle building battle."
822,Love Letter: Batman,2015,2,4,20,20,10,7.277,5791,1.19,822,10349,747,27649,175,280606,,1.31,1029,66,820,125,122,12,23,38,83,239,780,2000,1700,626,275,Card Game; Comic Book / Strip; Deduction,Hand Management; Player Elimination,Comic Books: Batman; Comic Books: DC Universe; Containers: Drawstring Bag; Game: Love Letter; Series: 5 Minute Fun (AEG); Series: Big in Japan (AEG); Versions & Editions: Versions with IP after the original release,Seiji Kanai,,Alderac Entertainment Group; Cryptozoic Entertainment,,,,,,,,,,212,,,,,,https://boardgamegeek.com/boardgame/168584/love-letter-batman,"Deduce your way to survival; either as the dark knight, or as a Gotham villain."
823,Onirim (Second Edition),2014,1,2,15,15,10,7.04,10929,1.61,823,15477,2481,120555,602,567073,28.99,1.35,2205,236,2455,362,222,16,32,119,231,739,2000,3700,2700,1000,392,Card Game; Exploration; Fantasy,Cooperative Game; Hand Management; Move Through Deck; Open Drafting; Set Collection; Solo / Solitaire Game,Digital Implementations: Google Play; Digital Implementations: Steam; Players: Games with Solitaire Rules; Setting: Oniverse; Theme: Dreams / Nightmares,Shadi Torbey,Philippe Guérin; Élise Plessis,inPatience; Z-Man Games; Devir; Filosofia Éditions; GaGa Games; Hobby Japan; HUCH!; Oliphante; Pegasus Spiele,,,,,,,,562,,240,,,,,,https://boardgamegeek.com/boardgame/156336/onirim-second-edition,"Find the doors, Dreamwalker! Escape sleep's labyrinth or remain trapped forever."
824,Luna,2010,1,4,60,100,12,7.282,5235,3.32,824,6912,1374,12314,220,596216,,1.31,1291,20,1683,205,324,9,21,43,101,243,619,1600,1800,679,159,Fantasy,Area Majority / Influence; Modular Board; Point to Point Movement; Solo / Solitaire Game; Tile Placement; Worker Placement,Category: Combinatorial; Digital Implementations: Yucata; Players: Games with Solitaire Rules; Theme: Temple,Stefan Feld,Klemens Franz; Scott Hartman,Hall Games; Tasty Minstrel Games; Dexker Games; Maldito Games; MS Edizioni; PaperGames (III); Pegasus Spiele; Z-Man Games,,,,,,,,478,,,,,,,,https://boardgamegeek.com/boardgame/70512/luna,Impress the Moon Priestess by sending novices to Holy Isles surrounding the Temple.
825,Tiny Epic Dungeons,2021,1,4,30,60,14,7.461,5210,3.09,825,15930,2191,16799,2769,994672,31.9,1.49,1110,143,936,178,135,23,32,56,95,193,606,1300,1700,818,378,Adventure; Dice; Exploration; Fantasy; Fighting,Cooperative Game; Dice Rolling; Finale Ending; Modular Board; Solo / Solitaire Game; Tile Placement; Variable Player Powers; Variable Set-up,Category: Dized Tutorial; Category: Dungeon Crawler; Components: Meeples; Components: Meeples (Monster); Components: Miniatures; Crowdfunding: Kickstarter; Series: Tiny Epic (Gamelyn Games); Setting: Aughmoore,Scott Almes,Ian Rosenthaler; Nikoletta Vaszi,Gamelyn Games; Devir; Dice Realm; Galakta; MeepleBR; Pixie Games; REXhry,,"['Sam Aho', 'Michael Coe']",['Benjamin Shulman'],,,,,553,208,,,,,,,https://boardgamegeek.com/boardgame/331787/tiny-epic-dungeons,A classic dungeon crawler in Tiny Epic form!
826,Zoo Vadis,2023,3,7,20,40,10,7.505,3765,2.11,826,6623,3336,11435,569,574702,54.0,1.49,819,203,374,88,488,6,26,62,68,154,374,823,1300,723,240,Animals; Negotiation; Political,Bribery; Hidden Victory Points; Negotiation; Once-Per-Game Abilities; Point to Point Movement; Trading; Variable Player Powers; Victory Points as a Resource; Voting,"Components: Player Screens; Series: Crown Jewel Selection (Bitewing Games); Theme: Anthropomorphic Animals; Theme: Zoos, Aquaria, Safari Parks",Reiner Knizia,Kwanchai Moriya,Bitewing Games; Niza Gams; Old Dawg; White Goblin Games,,,['Brigette Indelicato'],,['Jon Healey'],['Nick Murray'],,472,,,,,,,,https://boardgamegeek.com/boardgame/368061/zoo-vadis,Merit your way into the zoo’s star exhibit through crafty politicking.
827,Witchstone,2021,2,4,60,90,12,7.509,3750,2.76,827,6839,1387,12832,227,374737,35.63,1.10,609,56,731,117,196,5,4,10,40,92,322,1100,1600,516,107,Fantasy,End Game Bonuses; Grid Coverage; Hexagon Grid; Network and Route Building; Open Drafting; Point to Point Movement; Tile Placement,Digital Implementations: Tabletopia; Theme: Witches,Martino Chiacchiera; Reiner Knizia,Mariusz Gandzel,HUCH!; 999 Games; Atalia; Broadway Toys LTD; Conclave Editora; DiceTree Games; DV Games; Evrikus; Hobby Japan; Maldito Games; R&R Games; Raven Distribution; Rebel Sp. z o.o.; Reflexshop,,['Britta Stöckmann'],,,,,,462,,,,,,,,https://boardgamegeek.com/boardgame/318560/witchstone,"Use your cauldron wisely to multiply actions because the more you do, the better."
828,Century: A New World,2019,2,4,30,45,8,7.292,5399,2.13,828,11999,1216,14640,241,411593,,1.12,947,44,1347,219,149,6,8,19,70,180,605,2000,1900,494,147,Renaissance,Action Retrieval; Contracts; Set Collection; Variable Set-up; Worker Placement,Game: Century (Plan B Games); History: Age of Discovery; Theme: Colonial,Emerson Matsuuchi,Atha Kanaani; Chris Quilliams,Plan B Games; Arclight Games; asmodee; Broadway Toys LTD; Cube Factory of Ideas; Devir; Mandoo Games; Pegasus Spiele; Piatnik,,['André Bierth'],,,,,,500,,203,,,,,,https://boardgamegeek.com/boardgame/270970/century-a-new-world,Place workers to find and upgrade resources as the expedition reaches distant shores.
829,Skyrise,2024,2,4,30,90,14,7.728,2971,2.28,829,5684,2499,8711,677,600862,49.77,1.20,678,149,314,70,363,8,6,12,25,58,204,647,1300,569,159,Territory Building,Area Majority / Influence; Auction / Bidding; Constrained Bidding; End Game Bonuses; Modular Board; Set Collection; Variable Set-up,Components: Miniatures; Crowdfunding: Kickstarter; Misc: Watch It Played How To Videos; Theme: Art style – Art Deco; Theme: Floating islands in the sky,Gavan Brown; Sébastien Pauchon; Adam Wyse,Andrew Bosley; Damien Mammoliti; James Van Niekerk,Roxley; CoolPlay; CrowD Games; Devir; Game Harbor; Giant Roc; Lucky Duck Games,,['Paul Saxberg'],,['James Van Niekerk'],,,,449,,,,,,,,https://boardgamegeek.com/boardgame/298231/skyrise,Visionary architects build a glorious new city in the sky.
830,Myrmes,2012,2,4,60,120,13,7.256,5689,3.45,830,7166,1681,11575,275,519599,,1.29,1116,11,1820,210,317,10,13,41,113,267,760,1800,1800,679,203,Animals; Environmental; Farming,Grid Coverage; Grid Movement; Hexagon Grid; Network and Route Building; Worker Placement,Animals: Ants; Digital Implementations: Boiteajeux; Series: Ystari originals; Theme: Nature,Yoann Levet,Arnaud Demaegd,Ystari Games; ADC Blackfire Entertainment; Asterion Press; Rio Grande Games,,,,,,,,493,,,,,,,,https://boardgamegeek.com/boardgame/126792/myrmes,Your colony of ants lay pheromones to control the land while building your anthill!
831,EXIT: The Game – The Pharaoh's Tomb,2016,1,6,45,90,12,7.138,6884,2.76,831,12421,638,7114,89,203880,15.95,1.51,1191,9,6195,214,85,50,66,120,143,329,913,2100,2100,837,211,Ancient; Deduction; Puzzle; Real-time,Cooperative Game,Category: Escape Room Games; Players: Games with Solitaire Rules; Series: Exit: The Game,Inka Brand; Markus Brand,Silvia Christoph; Michaela Kienle; Sensit Communication GmbH; Franz Vohwinkel,KOSMOS; 999 Games; Brädspel.se; Devir; Dino Toys s. r. o.; Galakta; Giochi Uniti; Group SNE; IELLO; Kaissa Chess & Games; Korea Boardgames; Piatnik; Spilbræt.dk; Vennerød Forlag AS; Zvezda,,"['Sandra Dochtermann', 'Ralph Querfurth']",,,,,,,178,,,,,,,https://boardgamegeek.com/boardgame/203416/exit-the-game-the-pharaohs-tomb,Work out hieroglyphs and clues before this ancient pyramid becomes your tomb.
832,Roll Player Adventures,2021,1,4,90,150,14,8.14,2211,2.36,832,6148,2972,14715,656,616254,98.99,1.42,583,89,656,90,361,5,11,10,22,52,113,317,633,704,346,Adventure; Dice; Exploration; Fantasy,Campaign / Battle Card Driven; Cooperative Game; Dice Rolling; Narrative Choice / Paragraph; Paper-and-Pencil; Scenario / Mission / Campaign Game; Storytelling,Setting: World of Ulos; Components: Book as Board; Creatures: Demons; Crowdfunding: Kickstarter; Digital Implementations: Tabletopia; Mechanism: Campaign Games,Keith Matejka; James William Ryan; Peter Andrew Ryan,JJ Ariosa; Veronika Fedorova; Luis Francisco; Damien Mammoliti; Rainer Petter; Lucas Ribeiro; ShenFei,Thunderworks Games (TW Games); Gen-X Games; Hobby World; Mandoo Games; Raven Distribution; Rawstone; Schwerkraft-Verlag,,"['John Brieger', 'Brenna Noonan']","['Luis Francisco', 'Stephen Kerr']",,"['Amanda Bennett', 'Dustin Schwartz']",,['Dan Cunningham'],,98,,,,,,,https://boardgamegeek.com/boardgame/254708/roll-player-adventures,Choose wisely in this RPG style adventure — every decision has lasting consequences.
833,Wits & Wagers,2005,3,7,25,25,10,6.928,15815,1.21,833,22102,1990,56556,325,947727,40.98,1.29,3651,68,2736,603,163,22,65,143,389,1100,3100,5700,3900,1200,333,Bluffing; Party Game; Trivia,Betting and Bluffing; Paper-and-Pencil,Components: Dry Erase Markers / Dry Erase Surfaces; Components: Sand Timers; Game: Wits & Wagers; Misc: Dice Tower Hall of Fame; Misc: Mensa Select,Dominic Crapuchettes,,"North Star Games, LLC; Competo / Marektoy; Egmont Polska; Magellan; Morapiaf; Novelty Corp; Tulip Games",,['Dominic Crapuchettes'],"[""Jacoby O'Connor""]",,,['Dominic Crapuchettes'],,,,,,,,58,,https://boardgamegeek.com/boardgame/20100/wits-and-wagers,Bet on who’s likely to guess the closest to the correct answer in this trivia game.
834,Dixit: Journey,2012,3,6,30,30,8,7.391,4666,1.26,834,8671,728,8771,108,271698,34.99,1.33,798,6,790,128,125,19,8,25,71,159,592,1400,1500,604,252,Card Game; Humor; Party Game,Acting; Simultaneous Action Selection; Storytelling; Targeted Clues; Voting,Game: Dixit; Mechanism: Image Interpretation; Mechanism: Judging Games,Jean-Louis Roubira,Xavier Collette,"Libellud; asmodee; Swan Panasia Co., Ltd.",,,,,,,,,,,,,,30,,https://boardgamegeek.com/boardgame/121288/dixit-journey,"Give a perfect clue to cause some, but not all, to guess your dreamlike card."
835,Tash-Kalar: Arena of Legends,2013,2,4,30,30,13,7.149,7346,2.84,835,9364,1802,28429,421,761112,,1.53,1530,41,1947,349,245,19,56,123,194,462,1100,2100,2000,963,384,Abstract Strategy; Card Game; Fantasy; Fighting,Area Majority / Influence; Catch the Leader; Grid Movement; Hand Management; Highest-Lowest Scoring; Pattern Building; Square Grid; Static Capture; Team-Based Game; Variable Player Powers,Digital Implementations: Board Game Arena; Game: Tash-Kalar,Vlaada Chvátil,David Cochard,Czech Games Edition; Cranio Creations; GaGa Games; Heidelberger Spieleverlag; Hobby Japan; IELLO; One Moment Games; Rebel Sp. z o.o.; REXhry; Z-Man Games; Zacatrus,,,,,,,,517,,,,,48,,,https://boardgamegeek.com/boardgame/146278/tash-kalar-arena-of-legends,Deploy your minions in magical formations to summon forth legendary creatures.
836,Stationfall,2023,1,9,60,150,12,7.732,2958,3.92,836,5039,2952,9361,684,871380,,1.67,758,105,322,51,440,18,22,50,50,118,252,513,833,740,364,Deduction; Science Fiction,Action Points; Deduction; Hidden Roles; Hidden Victory Points; Pick-up and Deliver; Roles with Asymmetric Information; Variable Player Powers,Crowdfunding: Kickstarter; Digital Implementations: TableTop Simulator Mod (TTS); Occupation: Astronaut; Theme: Robots,Matt Eklund,Madeleine Fjäll; Anne Isaksson; Josefin Strand,Ion Game Design; Corax Games; Ediciones MasQueOca; Fox in the Box; Galakta,"['Jon Manker', 'Benjamin Schmauss', 'Robin Spathon Ek']",['Andy Mesa'],"['Robin Spathon Ek', 'Josefin Strand']",['Daniel Maurin'],['Andy Mesa'],"['Garrett Cook', 'Matt Eklund']",,,131,,,,,,,https://boardgamegeek.com/boardgame/316624/stationfall,"A game of blackmail and betrayal, murder and mayhem, danger and destruction."
837,Trismegistus: The Ultimate Formula,2019,1,4,90,120,14,7.561,3768,4.18,837,6140,1366,10725,331,543417,65.95,1.51,799,24,1093,179,151,17,23,33,85,139,361,810,1300,728,301,Dice,Action Points; Contracts; Dice Rolling; End Game Bonuses; Follow; Open Drafting; Variable Player Powers,Components: Dice with Icons; Crowdfunding: Spieleschmiede; Digital Implementations: Tabletopia; Mechanism: Dice Drafting; Misc: LongPack Games; Players: Games with Solitaire Rules; Series: T games (Daniele Tascini); Theme: Alchemy,Federico Pierlorenzi; Daniele Tascini,Paweł Niziołek; Paulina Wach,Board&Dice; Game Harbor; Giant Roc; Giochix.it; Lucrum Games; Maldito Games; Pixie Games,"['Nick Shaw', 'Dávid Turczi']","['Błażej Kubacki', 'Małgorzata Mitura', 'Andrei Novac']",,,,,,467,,,,,,,,https://boardgamegeek.com/boardgame/281442/trismegistus-the-ultimate-formula,Discover the formula to the Philosopher's Stone as you become the greatest alchemist!
838,Crystal Palace,2019,2,5,60,150,14,7.508,3673,3.77,838,5729,1124,9730,214,439007,,1.26,636,31,960,154,174,7,9,17,49,151,346,907,1400,634,148,Dice; Economic,End Game Bonuses; Income; Loans; Modular Board; Set Collection; Take That; Turn Order: Auction; Worker Placement with Dice Workers,"Cities: London (England, UK); Series: Uwe Rosenberg Collection (Feuerland Spiele)",Carsten Lauber,Andrea Alemanno,Feuerland Spiele; Brain Star; Capstone Games; Cranio Creations; DiceTree Games; Maldito Games; Super Meeple; White Goblin Games,,,['Steffen Bieker'],,['Travis D. Hill'],,,456,,,,,,,,https://boardgamegeek.com/boardgame/280480/crystal-palace,Show off your wild inventions at the first World's Fair in London 1851.
839,Arkwright,2014,2,4,120,240,12,7.795,2656,4.58,839,4262,1680,5664,279,611361,,1.48,711,7,839,108,319,5,12,28,48,84,215,475,834,677,285,Economic; Industry / Manufacturing,Commodity Speculation; Contracts; End Game Bonuses; Events; Income; Investment; Loans; Market; Simulation; Stock Holding; Tech Trees / Tech Tracks; Tile Placement; Turn Order: Stat-Based; Variable Phase Order; Variable Set-up; Victory Points as a Resource; Worker Placement,Country: England; Crowdfunding: Modian; Digital Implementations: Tabletopia; Digital Implementations: VASSAL; Game: Arkwright; History: Industrial Revolution,Stefan Risthaus,DavidSchneiderArt; Harald Lieske,Spielworxx; Capstone Games; Enjoy Game; Maldito Games; Rawstone,,,,,,,,431,,,,,,,,https://boardgamegeek.com/boardgame/154825/arkwright,Amass wealth as a manufacturing entrepreneur — embrace the industrial revolution.
840,Wir sind das Volk!,2014,2,2,60,150,12,7.778,2722,3.74,840,4764,1347,8915,283,513352,,1.31,702,50,772,84,272,5,6,18,36,60,196,582,988,632,202,Economic; Political,Action / Event; Network and Route Building; Open Drafting; Simulation; Tug of War,Cities: Berlin (Germany); Country: Germany; Digital Implementations: Boardgamecore; Digital Implementations: Rally the Troops; History: Cold War; Players: Two-Player Only Games; Political: Movements and/or Activism; Theme: Labour movement / Workers rights / Unionising,Richard Sivél; Peer Sylvester,Friedemann Bochow; Richard Shako,Histogame,,,,,,,,439,,,36,,,,,https://boardgamegeek.com/boardgame/165401/wir-sind-das-volk,A tug-of-war struggle for the future of a divided Germany.
841,City of the Big Shoulders,2019,1,4,120,180,14,7.746,2811,4.01,841,2681,1801,10370,371,566624,,1.52,669,19,537,40,356,14,15,29,47,94,229,500,914,711,262,Economic; Educational; Industry / Manufacturing,Commodity Speculation; Contracts; End Game Bonuses; Income; Investment; Ownership; Stock Holding; Tile Placement; Turn Order: Claim Action; Variable Player Powers; Variable Set-up; Worker Placement,"Cities: Chicago (Illinois, USA); Crowdfunding: Kickstarter; Digital Implementations: Board Game Arena; Digital Implementations: TableTop Simulator Mod (TTS); Digital Implementations: Tabletopia; Series: Master Print (Quined); Theme: Stock Market",Raymond Chandler III,Emily R. Dearring; Andreas Resch,Parallel Games; Quined Games,['Pedro André Correia'],,,,,,,435,,,,,,,,https://boardgamegeek.com/boardgame/214880/city-of-the-big-shoulders,"Manage companies, invest in stocks and optimize delivery of goods in 1870's Chicago."
842,Menara,2018,1,4,10,60,8,7.42,4122,1.55,842,7035,1915,19707,167,339708,,1.15,737,68,754,86,298,5,6,19,40,120,413,1300,1600,484,147,Action / Dexterity; Fantasy,Cooperative Game; Physical Removal; Stacking and Balancing,Components: 3-Dimensional (3D); Mechanism: Tower Stacking; Players: Games with Solitaire Rules; Theme: Temple,Oliver Richtberg,Sébastien Caiveau,"Zoch Verlag; 999 Games; Arclight Games; DiceTree Games; Swan Panasia Co., Ltd.",,,,,,,,,,195,,,,,,https://boardgamegeek.com/boardgame/244608/menara,Explorers use their dexterity and cunning to resurrect the ancient temples of Menara.
843,BANG! The Dice Game,2013,3,8,15,15,8,6.886,25677,1.28,843,41698,3150,121656,731,945454,18.93,1.32,4600,345,4096,820,258,53,109,329,735,1800,4800,9200,6400,1700,552,American West; Bluffing; Deduction; Dice; Fighting; Party Game,Dice Rolling; Hidden Roles; Player Elimination; Push Your Luck; Re-rolling and Locking; Team-Based Game; Variable Player Powers,Components: Dice with Icons; Food & Drink: Beer; Game: BANG!; Versions & Editions: Dice Versions of Non-Dice Games,Michael Palm; Lukas Zach,Riccardo Pieruccini,"DV Games; ABACUSSPIELE; Albi; asmodee; Bard Centrum Gier; Black Sea Games; Edge Entertainment; Galápagos Jogos; Geekach LLC; Gém Klub Kft.; Hobby World; Kaissa Chess & Games; Korea Boardgames; Lautapelit.fi; Ludicus Games; Meeple; Swan Panasia Co., Ltd.; White Goblin Games",,"['Roberto Corbelli', 'Sergio Roscini', 'Emiliano Sciarra']",,,,,,,,,,,,70,,https://boardgamegeek.com/boardgame/143741/bang-the-dice-game,A wild west elimination dice game with secret teams.
